165	50	890	25.421	8.0192e-07
165	55	870	17.789	6.444e-07
165	60	840	12.993	5.33e-07
165	65	820	9.6318	4.423e-07
165	70	810	7.2829	3.7068e-07
165	75	790	5.5604	3.1103e-07
165	80	780	4.309	2.6294e-07
165	85	770	4.0726	2.6935e-07
165	90	760	3.9555	2.8191e-07
165	95	750	3.8513	2.9429e-07
170	100	760	3.6491	3.042e-07
170	105	750	3.5735	3.168e-07
170	10	1900	226.43	5.7864e-07
170	110	740	3.5066	3.2937e-07
170	115	730	3.4516	3.4231e-07
170	120	730	3.4022	3.5516e-07
170	125	720	3.3602	3.6817e-07
170	130	720	3.3224	3.8106e-07
170	135	710	3.3276	3.9854e-07
170	140	710	3.3382	4.1656e-07
170	145	700	3.3438	4.3381e-07
170	150	700	3.3493	4.5088e-07
170	155	690	3.3493	4.6698e-07
170	15	1600	434.73	2.1436e-06
170	160	690	3.34	4.8146e-07
170	165	690	3.3277	4.9514e-07
170	20	1360	323.19	2.5273e-06
170	25	1210	221.15	2.462e-06
170	30	1110	146.52	2.1687e-06
170	35	1040	94.337	1.7707e-06
170	40	990	60.852	1.3992e-06
170	45	940	39.263	1.0771e-06
170	50	910	25.673	8.2295e-07
170	55	880	17.65	6.5005e-07
170	60	860	12.787	5.3366e-07
170	65	840	9.5155	4.4482e-07
170	70	830	7.196	3.7307e-07
170	75	810	5.5345	3.1552e-07
170	80	800	4.3101	2.6822e-07
170	85	790	3.9637	2.675e-07
170	90	780	3.8407	2.7948e-07
170	95	770	3.7417	2.921e-07
180	100	790	3.455	3.001e-07
180	105	780	3.3786	3.1242e-07
180	10	1900	144.11	3.7617e-07
180	110	770	3.3124	3.2485e-07
180	115	770	3.2551	3.3743e-07
180	120	760	3.2061	3.502e-07
180	125	750	3.1644	3.6316e-07
180	130	750	3.1281	3.7619e-07
180	135	740	3.0956	3.8916e-07
180	140	740	3.0747	4.0316e-07
180	145	730	3.0793	4.2023e-07
180	150	730	3.0824	4.3695e-07
180	155	730	3.0821	4.53e-07
180	15	1670	435.73	2.1965e-06
180	160	720	3.0789	4.6838e-07
180	165	720	3.0703	4.8265e-07
180	170	710	3.0574	4.9588e-07
180	175	550	3.0394	5.0788e-07
180	20	1410	331.48	2.6528e-06
180	25	1260	225.98	2.5776e-06
180	30	1160	149.36	2.2676e-06
180	35	1080	95.982	1.8502e-06
180	40	1030	62.28	1.4724e-06
180	45	980	40.738	1.1504e-06
180	50	950	26.897	8.8855e-07
180	55	920	18.12	6.8857e-07
180	60	900	12.638	5.4484e-07
180	65	880	9.2166	4.4553e-07
180	70	860	6.9677	3.7396e-07
180	75	850	5.383	3.1805e-07
180	80	830	4.2348	2.7341e-07
180	85	820	3.7692	2.6419e-07
180	90	810	3.6488	2.7607e-07
180	95	800	3.545	2.8804e-07
190	100	820	3.2943	2.9715e-07
190	105	820	3.2158	3.091e-07
190	10	1900	100.8	2.6843e-07
190	110	810	3.1493	3.2136e-07
190	115	800	3.0888	3.3346e-07
190	120	790	3.0419	3.4636e-07
190	125	790	2.9953	3.5868e-07
190	130	780	2.958	3.7153e-07
190	135	780	2.9231	3.8416e-07
190	140	770	2.8931	3.9693e-07
190	145	770	2.8653	4.0955e-07
190	150	760	2.8397	4.2201e-07
190	155	760	2.815	4.3416e-07
190	15	1730	435.8	2.243e-06
190	160	750	2.8024	4.478e-07
190	165	750	2.794	4.6179e-07
190	170	750	2.7811	4.7471e-07
190	175	740	2.7667	4.8703e-07
190	180	560	2.7487	4.9831e-07
190	185	560	2.7282	5.0873e-07
190	20	1470	338.71	2.7701e-06
190	25	1310	231.42	2.7002e-06
190	30	1200	152.23	2.3667e-06
190	35	1120	98.505	1.9464e-06
190	40	1070	63.674	1.5447e-06
190	45	1020	41.712	1.2099e-06
190	50	990	28.031	9.5217e-07
190	55	960	19.057	7.4541e-07
190	60	930	13.232	5.8779e-07
190	65	910	9.3943	4.684e-07
190	70	890	6.8778	3.8112e-07
190	75	880	5.2232	3.1894e-07
190	80	870	4.0773	2.7232e-07
190	85	850	3.6117	2.6214e-07
190	90	840	3.4908	2.7376e-07
190	95	830	3.3856	2.8541e-07
200	100	860	3.1617	2.9532e-07
200	105	850	3.0793	3.0676e-07
200	10	1900	76.147	2.0664e-07
